org_text,clean_text,start_time,signer_id,signer,start,end,file,label,height,fps,end_time,url,text,box,width,review
Free,free,32.499,95,104,974,1044,ASL Lesson 10 MoneyFood,790,360.0,29.97,34.835,https://www.youtube.com/watch?v=qAF88xW4xPY,free,0.0567034184932708,636.0,
Earn,earn,35.135,95,104,1053,1094,ASL Lesson 10 MoneyFood,541,360.0,29.97,36.503,https://www.youtube.com/watch?v=qAF88xW4xPY,earn,0.0671292543411254,636.0,
Earn,earn,36.77,95,104,1102,1153,ASL Lesson 10 MoneyFood,541,360.0,29.97,38.472,https://www.youtube.com/watch?v=qAF88xW4xPY,earn,0.0676838755607605,636.0,
Earn,earn,38.705,95,104,1160,1193,ASL Lesson 10 MoneyFood,541,360.0,29.97,39.806,https://www.youtube.com/watch?v=qAF88xW4xPY,earn,0.0558234751224517,636.0,
Dollars,dollar,39.873,95,104,1195,1236,ASL Lesson 10 MoneyFood,275,360.0,29.97,41.241,https://www.youtube.com/watch?v=qAF88xW4xPY,dollar,0.0619612634181976,636.0,
Dollars,dollar,42.009,95,104,1259,1319,ASL Lesson 10 MoneyFood,275,360.0,29.97,44.011,https://www.youtube.com/watch?v=qAF88xW4xPY,dollar,0.0685783326625824,636.0,
Dollars,dollar,41.742,95,104,1251,1337,ASL Lesson 10 MoneyFood,275,360.0,29.97,44.611,https://www.youtube.com/watch?v=qAF88xW4xPY,dollar,0.0660932064056396,636.0,1
Cents,cent,44.878,95,104,1345,1390,ASL Lesson 10 MoneyFood,925,360.0,29.97,46.38,https://www.youtube.com/watch?v=qAF88xW4xPY,cent,0.0603022873401641,636.0,1
Cents,cent,47.514,95,104,1424,1469,ASL Lesson 10 MoneyFood,925,360.0,29.97,49.016,https://www.youtube.com/watch?v=qAF88xW4xPY,cent,0.0603022873401641,636.0,1
Food,eat,58.091,95,104,1741,1766,ASL Lesson 10 MoneyFood,3,360.0,29.97,58.926,https://www.youtube.com/watch?v=qAF88xW4xPY,eat,0.0890936553478241,636.0,
Hungry,hungry,59.86,95,104,1794,1874,ASL Lesson 10 MoneyFood,54,360.0,29.97,62.529,https://www.youtube.com/watch?v=qAF88xW4xPY,hungry,0.0521829724311828,636.0,1
Hungry,hungry,62.529,95,104,1874,1974,ASL Lesson 10 MoneyFood,54,360.0,29.97,65.866,https://www.youtube.com/watch?v=qAF88xW4xPY,hungry,0.0521829724311828,636.0,1
Full,full,66.667,95,104,1998,2043,ASL Lesson 10 MoneyFood,384,360.0,29.97,68.168,https://www.youtube.com/watch?v=qAF88xW4xPY,full,0.048611968755722,636.0,1
Full,full,67.167,95,104,2013,2166,ASL Lesson 10 MoneyFood,384,360.0,29.97,72.272,https://www.youtube.com/watch?v=qAF88xW4xPY,full,0.0596666932106018,636.0,
Water,water,72.339,95,104,2168,2279,ASL Lesson 10 MoneyFood,48,360.0,29.97,76.043,https://www.youtube.com/watch?v=qAF88xW4xPY,water,0.0661063492298126,636.0,
Drink,drink,76.109,95,104,2281,2324,ASL Lesson 10 MoneyFood,56,360.0,29.97,77.544,https://www.youtube.com/watch?v=qAF88xW4xPY,drink,0.0798902809619903,636.0,1
drink,drink,76.076,95,104,2280,2370,ASL Lesson 10 MoneyFood,56,360.0,29.97,79.079,https://www.youtube.com/watch?v=qAF88xW4xPY,drink,0.0677830874919891,636.0,1
drink,drink,79.079,95,104,2370,2419,ASL Lesson 10 MoneyFood,56,360.0,29.97,80.714,https://www.youtube.com/watch?v=qAF88xW4xPY,drink,0.0677830874919891,636.0,1
Thirsty,thirsty,80.714,95,104,2419,2509,ASL Lesson 10 MoneyFood,536,360.0,29.97,83.717,https://www.youtube.com/watch?v=qAF88xW4xPY,thirsty,0.0677830874919891,636.0,1
Thirsty,thirsty,83.717,95,104,2509,2579,ASL Lesson 10 MoneyFood,536,360.0,29.97,86.053,https://www.youtube.com/watch?v=qAF88xW4xPY,thirsty,0.0677830874919891,636.0,1
apple,apple,86.119,95,104,2581,2643,ASL Lesson 10 MoneyFood,100,360.0,29.97,88.188,https://www.youtube.com/watch?v=qAF88xW4xPY,apple,0.0677830874919891,636.0,1
Apple,apple,86.42,95,104,2590,2724,ASL Lesson 10 MoneyFood,100,360.0,29.97,90.891,https://www.youtube.com/watch?v=qAF88xW4xPY,apple,0.0815680027008056,636.0,
Candy,candy,90.958,95,104,2726,2821,ASL Lesson 10 MoneyFood,166,360.0,29.97,94.127,https://www.youtube.com/watch?v=qAF88xW4xPY,candy,0.050310343503952,636.0,
Candy,candy,94.227,95,104,2824,2941,ASL Lesson 10 MoneyFood,166,360.0,29.97,98.131,https://www.youtube.com/watch?v=qAF88xW4xPY,candy,0.0726089775562286,636.0,
Cookie,cookie,98.198,95,104,2943,3059,ASL Lesson 10 MoneyFood,190,360.0,29.97,102.069,https://www.youtube.com/watch?v=qAF88xW4xPY,cookie,0.0624997913837432,636.0,
Cookie,cookie,98.265,95,104,2945,3038,ASL Lesson 10 MoneyFood,190,360.0,29.97,101.368,https://www.youtube.com/watch?v=qAF88xW4xPY,cookie,0.0843288004398346,636.0,1
Cheese,cheese,102.703,95,104,3078,3130,ASL Lesson 10 MoneyFood,127,360.0,29.97,104.438,https://www.youtube.com/watch?v=qAF88xW4xPY,cheese,0.0637990832328796,636.0,1
Cheese,cheese,104.438,95,104,3130,3200,ASL Lesson 10 MoneyFood,127,360.0,29.97,106.773,https://www.youtube.com/watch?v=qAF88xW4xPY,cheese,0.0637990832328796,636.0,1
hamburger,hamburger,107.107,95,104,3210,3260,ASL Lesson 10 MoneyFood,351,360.0,29.97,108.775,https://www.youtube.com/watch?v=qAF88xW4xPY,hamburger,0.0637990832328796,636.0,1
hamburger,hamburger,108.775,95,104,3260,3330,ASL Lesson 10 MoneyFood,351,360.0,29.97,111.111,https://www.youtube.com/watch?v=qAF88xW4xPY,hamburger,0.0637990832328796,636.0,1
Hamburger,hamburger,111.311,95,104,3336,3364,ASL Lesson 10 MoneyFood,351,360.0,29.97,112.245,https://www.youtube.com/watch?v=qAF88xW4xPY,hamburger,0.0728774666786193,636.0,
Milk,milk,112.379,95,104,3368,3436,ASL Lesson 10 MoneyFood,32,360.0,29.97,114.648,https://www.youtube.com/watch?v=qAF88xW4xPY,milk,0.0695252120494842,636.0,
Milk,milk,114.715,95,104,3438,3511,ASL Lesson 10 MoneyFood,32,360.0,29.97,117.15,https://www.youtube.com/watch?v=qAF88xW4xPY,milk,0.0602698624134063,636.0,
Milk,milk,115.816,95,104,3471,3532,ASL Lesson 10 MoneyFood,32,360.0,29.97,117.851,https://www.youtube.com/watch?v=qAF88xW4xPY,milk,0.0588441789150238,636.0,1
Fruit,fruit,117.818,95,104,3531,3613,ASL Lesson 10 MoneyFood,353,360.0,29.97,120.554,https://www.youtube.com/watch?v=qAF88xW4xPY,fruit,0.0630297362804412,636.0,
Fruit,fruit,120.687,95,104,3617,3664,ASL Lesson 10 MoneyFood,353,360.0,29.97,122.255,https://www.youtube.com/watch?v=qAF88xW4xPY,fruit,0.0895695984363555,636.0,1
Fruit,fruit,121.221,95,104,3633,3699,ASL Lesson 10 MoneyFood,353,360.0,29.97,123.423,https://www.youtube.com/watch?v=qAF88xW4xPY,fruit,0.0661692321300506,636.0,
Vegetable,vegetable,123.557,95,104,3703,3803,ASL Lesson 10 MoneyFood,333,360.0,29.97,126.893,https://www.youtube.com/watch?v=qAF88xW4xPY,vegetable,0.055412620306015,636.0,
woman,woman,0.0,0,0,0,74,WOMAN(3),93,360.0,29.97,2.469,www.youtube.com/watch?v=GobeSyJHyLk,woman,0.0498559474945068,640.0,
how are you,how are you,0.0,2,2,0,122,How are you(1),274,360.0,17.127,7.123,https://www.youtube.com/watch?v=R5qMwnn0EaA,how are you,0.0,640.0,
bathtub,bathtub,0.0,0,-1,0,80,BATHTUB(1),643,360.0,29.97,2.669,www.youtube.com/watch?v=HCOkhtgWKxs,bathtub,0.027687668800354,640.0,
radio,radio,0.0,0,-1,0,64,radio,951,360.0,29.97,2.135,www.youtube.com/watch?v=TU-VgMd_Yco,radio,0.0575653314590454,640.0,
FEW,few,0.0,0,-1,0,71,FEW(1),543,218.0,29.97,2.369,https://www.youtube.com/watch?v=wQXG3Nxvhdk,few,0.0429098010063171,320.0,
FORGET,forget,0.0,0,-1,0,91,FORGET(3),36,360.0,25.0,3.64,https://www.youtube.com/watch?v=cjedXVCqyks,forget,0.0702762901782989,480.0,
MEET,meet,0.0,0,-1,0,67,MEET(2),107,240.0,30.0,2.233,https://www.youtube.com/watch?v=itYLIEk4964,meet,0.0043470561504364,320.0,
japan,japan,0.0,4,46,0,37,SignSchool Japan 2,393,360.0,29.97,1.235,www.youtube.com/watch?v=8u5dM9Tyf1k,japan,0.0967334508895874,640.0,
Know ,know,0.0,135,-1,0,104,ASL Know ,97,360.0,30.0,3.467,https://www.youtube.com/watch?v=avbDI4NseBo,know,0.18048933148384,480.0,
borrow,loan,0.0,2,58,0,50,Borrow,565,360.0,29.641,1.687,https://www.youtube.com/watch?v=Wra8yOK-TKc,loan,0.000946760177612304,640.0,1
borrow,loan,3.374,2,58,100,170,Borrow,565,360.0,29.641,5.735,https://www.youtube.com/watch?v=Wra8yOK-TKc,loan,0.000946760177612304,640.0,1
college,college,0.0,62,-1,0,83,Sign for COLLEGE from page 14,117,360.0,30.0,2.767,https://www.youtube.com/watch?v=PfgsZ7XntO8,college,0.0996776819229126,640.0,
HILL,hill,24.591,24,1,737,846,Natural World Elements,753,720.0,29.97,28.228,https://www.youtube.com/watch?v=nByL5JU11tU,hill,0.135424733161926,1280.0,
ISLAND,island,28.595,24,1,857,974,Natural World Elements,787,720.0,29.97,32.499,https://www.youtube.com/watch?v=nByL5JU11tU,island,0.138319015502929,1280.0,
ISLAND,island,32.633,24,1,978,1087,Natural World Elements,787,720.0,29.97,36.27,https://www.youtube.com/watch?v=nByL5JU11tU,island,0.134112447500228,1280.0,
ISLAND,island,37.504,24,1,1124,1162,Natural World Elements,787,720.0,29.97,38.772,https://www.youtube.com/watch?v=nByL5JU11tU,island,0.141913533210754,1280.0,
"..

ISLAND",island,42.042,24,1,1260,1281,Natural World Elements,787,720.0,29.97,42.743,https://www.youtube.com/watch?v=nByL5JU11tU,island,0.149129539728164,1280.0,
MOUNTAIN,mountain,62.763,24,1,1881,1941,Natural World Elements,503,720.0,29.97,64.765,https://www.youtube.com/watch?v=nByL5JU11tU,mountain,0.130685478448867,1280.0,1
MOUNTAIN,mountain,66.099,24,1,1981,2093,Natural World Elements,503,720.0,29.97,69.836,https://www.youtube.com/watch?v=nByL5JU11tU,mountain,0.130685478448867,1280.0,1
MOUNTAIN,mountain,69.836,24,1,2093,2183,Natural World Elements,503,720.0,29.97,72.839,https://www.youtube.com/watch?v=nByL5JU11tU,mountain,0.130685478448867,1280.0,1
PLANT,spring,75.309,24,1,2257,2353,Natural World Elements,23,720.0,29.97,78.512,https://www.youtube.com/watch?v=nByL5JU11tU,spring,0.147508293390274,1280.0,1
PLANT,spring,80.881,24,1,2424,2447,Natural World Elements,23,720.0,29.97,81.648,https://www.youtube.com/watch?v=nByL5JU11tU,spring,0.144462585449218,1280.0,
",i:

PLANT",spring,82.883,24,1,2484,2505,Natural World Elements,23,720.0,29.97,83.584,https://www.youtube.com/watch?v=nByL5JU11tU,spring,0.153715938329696,1280.0,
PLANT,spring,84.184,24,1,2523,2561,Natural World Elements,23,720.0,29.97,85.452,https://www.youtube.com/watch?v=nByL5JU11tU,spring,0.151101797819137,1280.0,1
PLANT,spring,84.851,24,1,2543,2594,Natural World Elements,23,720.0,29.97,86.553,https://www.youtube.com/watch?v=nByL5JU11tU,spring,0.154190599918365,1280.0,
RIVER,river,89.122,24,1,2671,2758,Natural World Elements,703,720.0,29.97,92.025,https://www.youtube.com/watch?v=nByL5JU11tU,river,0.146851480007171,1280.0,
STAR,star,100.667,24,1,3017,3110,Natural World Elements,419,720.0,29.97,103.77,https://www.youtube.com/watch?v=nByL5JU11tU,star,0.138619393110275,1280.0,
SUN,sun,104.071,24,1,3119,3162,Natural World Elements,360,720.0,29.97,105.505,https://www.youtube.com/watch?v=nByL5JU11tU,sun,0.139118582010269,1280.0,
SUN,sun,105.772,24,1,3170,3294,Natural World Elements,360,720.0,29.97,109.91,https://www.youtube.com/watch?v=nByL5JU11tU,sun,0.137693643569946,1280.0,
TREE,tree,115.882,24,1,3473,3653,Natural World Elements,244,720.0,29.97,121.888,https://www.youtube.com/watch?v=nByL5JU11tU,tree,0.118234902620315,1280.0,
TREE,tree,122.155,24,1,3661,3701,Natural World Elements,244,720.0,29.97,123.49,https://www.youtube.com/watch?v=nByL5JU11tU,tree,0.124068796634674,1280.0,
ROCK,rock,135.702,24,1,4067,4123,Natural World Elements,870,720.0,29.97,137.571,https://www.youtube.com/watch?v=nByL5JU11tU,rock,0.131498396396636,1280.0,1
ROCK,rock,138.305,24,1,4145,4213,Natural World Elements,870,720.0,29.97,140.574,https://www.youtube.com/watch?v=nByL5JU11tU,rock,0.131498396396636,1280.0,1
ROCK,rock,138.472,24,1,4150,4185,Natural World Elements,870,720.0,29.97,139.639,https://www.youtube.com/watch?v=nByL5JU11tU,rock,0.13481119275093,1280.0,
ROCK,rock,141.875,24,1,4252,4285,Natural World Elements,870,720.0,29.97,142.976,https://www.youtube.com/watch?v=nByL5JU11tU,rock,0.139957547187805,1280.0,
OCEAN,ocean,158.992,24,1,4765,4845,Natural World Elements,635,720.0,29.97,161.661,https://www.youtube.com/watch?v=nByL5JU11tU,ocean,0.131445407867431,1280.0,1
OCEAN,ocean,161.995,24,1,4855,4945,Natural World Elements,635,720.0,29.97,164.998,https://www.youtube.com/watch?v=nByL5JU11tU,ocean,0.131445407867431,1280.0,1
BEACH,beach,191.792,24,1,5748,5930,Natural World Elements,532,720.0,29.97,197.864,https://www.youtube.com/watch?v=nByL5JU11tU,beach,0.128381729125976,1280.0,
BEACH,beach,196.063,24,1,5876,5934,Natural World Elements,532,720.0,29.97,197.998,https://www.youtube.com/watch?v=nByL5JU11tU,beach,0.141433864831924,1280.0,1
BEACH,beach,199.032,24,1,5965,6050,Natural World Elements,532,720.0,29.97,201.868,https://www.youtube.com/watch?v=nByL5JU11tU,beach,0.141616255044937,1280.0,
Army  ,army,0.0,13,-1,0,80,ASL Army  ,473,360.0,25.0,3.2,https://www.youtube.com/watch?v=3LO-ICI659Y,army,0.073184072971344,640.0,
don't,not,0.0,2,81,0,143,Dont(1),114,360.0,17.175,8.326,https://www.youtube.com/watch?v=l59eGcj-uqk,not,0.0,640.0,
English,english,11.245,40,-1,337,384,ASL School Signs - Classes and subjects,66,360.0,29.97,12.813,https://www.youtube.com/watch?v=JvA81_KI6uA,english,0.0255438387393951,640.0,
English,english,13.213,40,-1,396,488,ASL School Signs - Classes and subjects,66,360.0,29.97,16.283,https://www.youtube.com/watch?v=JvA81_KI6uA,english,0.0833402574062347,640.0,
math,math,17.851,40,-1,535,581,ASL School Signs - Classes and subjects,203,360.0,29.97,19.386,https://www.youtube.com/watch?v=JvA81_KI6uA,math,0.0678600370883941,640.0,
math,math,19.853,40,-1,595,639,ASL School Signs - Classes and subjects,203,360.0,29.97,21.321,https://www.youtube.com/watch?v=JvA81_KI6uA,math,0.0771958231925964,640.0,
algebra,algebra,23.423,40,-1,702,735,ASL School Signs - Classes and subjects,820,360.0,29.97,24.525,https://www.youtube.com/watch?v=JvA81_KI6uA,algebra,0.0811323821544647,640.0,
geometry,geometry,24.791,40,-1,743,785,ASL School Signs - Classes and subjects,785,360.0,29.97,26.193,https://www.youtube.com/watch?v=JvA81_KI6uA,geometry,0.077621579170227,640.0,
calculus,calculus,26.293,40,-1,788,836,ASL School Signs - Classes and subjects,864,360.0,29.97,27.895,https://www.youtube.com/watch?v=JvA81_KI6uA,calculus,0.0772556960582733,640.0,
trigonometry,trigonometry,28.195,40,-1,845,888,ASL School Signs - Classes and subjects,832,360.0,29.97,29.63,https://www.youtube.com/watch?v=JvA81_KI6uA,trigonometry,0.0737721025943756,640.0,
math,math,32.499,40,-1,974,1032,ASL School Signs - Classes and subjects,203,360.0,29.97,34.434,https://www.youtube.com/watch?v=JvA81_KI6uA,math,0.0724765658378601,640.0,
science,science,35.469,40,-1,1063,1123,ASL School Signs - Classes and subjects,287,360.0,29.97,37.471,https://www.youtube.com/watch?v=JvA81_KI6uA,science,0.0819999575614929,640.0,
science,science,38.172,40,-1,1144,1189,ASL School Signs - Classes and subjects,287,360.0,29.97,39.673,https://www.youtube.com/watch?v=JvA81_KI6uA,science,0.0732604265213012,640.0,
chemistry,chemistry,41.575,40,-1,1246,1272,ASL School Signs - Classes and subjects,742,360.0,29.97,42.442,https://www.youtube.com/watch?v=JvA81_KI6uA,chemistry,0.0893341302871704,640.0,
biology,biology,42.709,40,-1,1280,1318,ASL School Signs - Classes and subjects,803,360.0,29.97,43.977,https://www.youtube.com/watch?v=JvA81_KI6uA,biology,0.0874368250370025,640.0,
physics,physics,46.28,40,-1,1387,1432,ASL School Signs - Classes and subjects,786,360.0,29.97,47.781,https://www.youtube.com/watch?v=JvA81_KI6uA,physics,0.0778475701808929,640.0,
physics,physics,48.081,40,-1,1441,1508,ASL School Signs - Classes and subjects,786,360.0,29.97,50.317,https://www.youtube.com/watch?v=JvA81_KI6uA,physics,0.0716045796871185,640.0,
history,history,51.919,40,-1,1556,1599,ASL School Signs - Classes and subjects,285,360.0,29.97,53.353,https://www.youtube.com/watch?v=JvA81_KI6uA,history,0.0777070522308349,640.0,
history,history,53.754,40,-1,1611,1655,ASL School Signs - Classes and subjects,285,360.0,29.97,55.222,https://www.youtube.com/watch?v=JvA81_KI6uA,history,0.0775656700134277,640.0,
ASL,asl,62.129,40,-1,1862,1903,ASL School Signs - Classes and subjects,309,360.0,29.97,63.497,https://www.youtube.com/watch?v=JvA81_KI6uA,asl,0.0703353881835937,640.0,
or ASL,asl,64.031,40,-1,1919,1990,ASL School Signs - Classes and subjects,309,360.0,29.97,66.4,https://www.youtube.com/watch?v=JvA81_KI6uA,asl,0.0835800170898437,640.0,
French,france,74.675,40,-1,2238,2282,ASL School Signs - Classes and subjects,95,360.0,29.97,76.143,https://www.youtube.com/watch?v=JvA81_KI6uA,france,0.0945882499217987,640.0,
French,france,76.343,40,-1,2288,2330,ASL School Signs - Classes and subjects,95,360.0,29.97,77.744,https://www.youtube.com/watch?v=JvA81_KI6uA,france,0.100349992513656,640.0,
Spanish,spanish,79.346,40,-1,2378,2427,ASL School Signs - Classes and subjects,425,360.0,29.97,80.981,https://www.youtube.com/watch?v=JvA81_KI6uA,spanish,0.10138201713562,640.0,
Spanish,spanish,81.482,40,-1,2442,2535,ASL School Signs - Classes and subjects,425,360.0,29.97,84.585,https://www.youtube.com/watch?v=JvA81_KI6uA,spanish,0.098931610584259,640.0,
art,draw,91.959,40,-1,2756,2801,ASL School Signs - Classes and subjects,91,360.0,29.97,93.46,https://www.youtube.com/watch?v=JvA81_KI6uA,draw,0.14067730307579,640.0,
art,draw,93.961,40,-1,2816,2862,ASL School Signs - Classes and subjects,91,360.0,29.97,95.496,https://www.youtube.com/watch?v=JvA81_KI6uA,draw,0.1328986287117,640.0,
music,music,96.396,40,-1,2889,2937,ASL School Signs - Classes and subjects,290,360.0,29.97,97.998,https://www.youtube.com/watch?v=JvA81_KI6uA,music,0.129469126462936,640.0,
photography,photography,99.733,40,-1,2989,3058,ASL School Signs - Classes and subjects,767,360.0,29.97,102.035,https://www.youtube.com/watch?v=JvA81_KI6uA,photography,0.125045418739318,640.0,
theater,theater,103.37,40,-1,3098,3168,ASL School Signs - Classes and subjects,743,360.0,29.97,105.706,https://www.youtube.com/watch?v=JvA81_KI6uA,theater,0.140381544828414,640.0,
cooking,cooking,107.407,40,-1,3219,3322,ASL School Signs - Classes and subjects,115,360.0,29.97,110.844,https://www.youtube.com/watch?v=JvA81_KI6uA,cook,0.13911634683609,640.0,
asia,asia,0.0,2,58,0,132,Asia,371,360.0,29.664,4.45,https://www.youtube.com/watch?v=8hWZnZlS26A,asia,0.0,640.0,
cow,cow,0.0,281,113,0,154,cow(2),236,360.0,29.0,5.31,https://www.youtube.com/watch?v=pbTl4FQcvx0,cow,0.000408560037612915,640.0,
lose,lost,0.0,0,0,0,78,LOSE(1),43,360.0,29.97,2.603,www.youtube.com/watch?v=hToPKg_N4qY,lost,0.0685329735279083,640.0,
russia (indigenous/new asl),russia,1.668,108,-1,50,112,Russia (indigenousNew ASL),219,360.0,29.97,3.737,https://www.youtube.com/watch?v=dvOXOaMn9K0,russia,0.0454732179641723,640.0,1
russia (indigenous/new asl),russia,4.805,108,-1,144,204,Russia (indigenousNew ASL),219,360.0,29.97,6.807,https://www.youtube.com/watch?v=dvOXOaMn9K0,russia,0.0454732179641723,640.0,1
russia (indigenous/new asl),russia,7.341,108,-1,220,290,Russia (indigenousNew ASL),219,360.0,29.97,9.676,https://www.youtube.com/watch?v=dvOXOaMn9K0,russia,0.0454732179641723,640.0,1
CAKE,cake,15.349,124,-1,460,520,Desserts  ASL - American Sign Language,594,360.0,29.97,17.351,https://www.youtube.com/watch?v=AKBKpOb88ME,cake,0.0,640.0,1
CAKE,cake,22.022,124,-1,660,710,Desserts  ASL - American Sign Language,594,360.0,29.97,23.69,https://www.youtube.com/watch?v=AKBKpOb88ME,cake,0.0,640.0,1
CANDY,candy,27.628,124,-1,828,888,Desserts  ASL - American Sign Language,166,360.0,29.97,29.63,https://www.youtube.com/watch?v=AKBKpOb88ME,candy,0.0,640.0,1
CHOCOLATE,chocolate,46.68,124,-1,1399,1479,Desserts  ASL - American Sign Language,325,360.0,29.97,49.349,https://www.youtube.com/watch?v=AKBKpOb88ME,chocolate,0.0,640.0,1
COOKIE,cookie,54.888,124,-1,1645,1819,Desserts  ASL - American Sign Language,190,360.0,29.97,60.694,https://www.youtube.com/watch?v=AKBKpOb88ME,cookie,0.0,640.0,
DESSERT,dessert,82.149,124,-1,2462,2534,Desserts  ASL - American Sign Language,701,360.0,29.97,84.551,https://www.youtube.com/watch?v=AKBKpOb88ME,dessert,0.0,640.0,1
ICE CREAM,freeze cream,95.762,124,-1,2870,3023,Desserts  ASL - American Sign Language,226,360.0,29.97,100.868,https://www.youtube.com/watch?v=AKBKpOb88ME,freeze cream,0.0,640.0,
PIE,pie,102.336,124,-1,3067,3127,Desserts  ASL - American Sign Language,736,360.0,29.97,104.338,https://www.youtube.com/watch?v=AKBKpOb88ME,pie,0.0,640.0,1
stove,stove,0.0,0,-1,0,69,STOVE,773,360.0,29.97,2.302,www.youtube.com/watch?v=c75leThE9AQ,stove,0.0323791205883026,640.0,
Blue,blue,0.0,27,47,0,120,Baby Sign Language Blue,64,360.0,30.0,4.0,www.youtube.com/watch?v=RlbE5l8Qtzw,blue,0.0,640.0,
wall,wall,0.0,2,81,0,60,Wall,935,360.0,29.611,2.026,https://www.youtube.com/watch?v=XMLR8qmXXPg,wall,0.0,640.0,1
wall,wall,2.702,2,81,80,145,Wall,935,360.0,29.611,4.897,https://www.youtube.com/watch?v=XMLR8qmXXPg,wall,0.0,640.0,1
restaurant,restaurant,0.0,62,-1,0,101,RESTAURANT(3),162,360.0,29.97,3.37,https://www.youtube.com/watch?v=0VtAcR3sgrQ,restaurant,0.0,640.0,
pregnant,pregnant,0.0,62,-1,0,130,PREGNANT(2),317,360.0,30.0,4.333,https://www.youtube.com/watch?v=kxrooupTrSc,pregnant,0.0956205427646637,640.0,1
fire ,fire,1.001,144,-1,30,142,fire - ASL sign for fire,534,360.0,29.97,4.738,https://www.youtube.com/watch?v=Ij0BN3lbqj4,fire,0.0,480.0,1
fire ,fire,4.738,144,-1,142,317,fire - ASL sign for fire,534,360.0,29.97,10.577,https://www.youtube.com/watch?v=Ij0BN3lbqj4,fire,0.0,480.0,1
Bird,bird,0.0,27,17,0,144,Baby Sign Language Bird,14,360.0,30.002,4.8,www.youtube.com/watch?v=ztgpzeGwBcw,bird,0.0212356448173522,640.0,
Shoes,shoes,0.0,1,26,0,80,ASL Vocabulary Shoes,102,360.0,29.97,2.669,https://www.youtube.com/watch?v=HUBT9Sid3ZA,shoes,0.0,640.0,1
Shoes,shoes,3.337,1,26,100,170,ASL Vocabulary Shoes,102,360.0,29.97,5.672,https://www.youtube.com/watch?v=HUBT9Sid3ZA,shoes,0.0,640.0,1
thin-[THIN],thin,0.0,0,-1,0,65,thin-THIN,323,360.0,30.0,2.167,https://www.youtube.com/watch?v=5IGeT5NK79A,thin,0.0652836561203002,640.0,
yes-[Y-E-S]-[lexicalized],yes,0.0,0,0,0,59,yes-Y-E-S-lexicalized,20,360.0,29.975,1.968,https://www.youtube.com/watch?v=3J2KaRL9i_Q,yes,0.0741786360740661,640.0,
tree,tree,0.345,282,109,10,90,tree(2),244,360.0,29.0,3.103,https://www.youtube.com/watch?v=Uczr_2itegM,tree,0.0,640.0,1
lunch,lunch,0.0,139,48,0,80,SignSchool lunch,229,360.0,29.97,2.669,www.youtube.com/watch?v=z2wntiJ1o0o,lunch,0.0330850481986999,640.0,
BEDROOM,bedroom,0.0,0,0,0,82,BEDROOM,454,360.0,25.0,3.28,https://www.youtube.com/watch?v=PJD2WK5o-nA,bedroom,0.0529626011848449,480.0,
work,work,0.0,2,2,0,167,Work,90,360.0,29.61,5.64,https://www.youtube.com/watch?v=hnJ9WynP5Jw,work,0.0,640.0,
WOW,wow,0.0,0,-1,0,102,WOW(1),227,360.0,25.0,4.08,https://www.youtube.com/watch?v=5olFv1cXAOg,wow,0.0872569382190704,480.0,
MOST,most,0.0,0,0,0,95,MOST(3),340,360.0,29.97,3.17,https://www.youtube.com/watch?v=Rhu6Yzzp1CE,most,0.0364810526371002,640.0,
HELLO,hello,4.771,24,1,143,205,Introductions,0,720.0,29.97,6.84,https://www.youtube.com/watch?v=wRoGQu75wzw,hello,0.0615472495555877,1280.0,
HELLO,hello,7.241,24,1,217,295,Introductions,0,720.0,29.97,9.843,https://www.youtube.com/watch?v=wRoGQu75wzw,hello,0.0630761086940765,1280.0,
NAME,name,19.319,24,1,579,688,Introductions,67,720.0,29.97,22.956,https://www.youtube.com/watch?v=wRoGQu75wzw,name,0.0670539736747741,1280.0,
NAME,name,23.056,24,1,691,758,Introductions,67,720.0,29.97,25.292,https://www.youtube.com/watch?v=wRoGQu75wzw,name,0.0674793124198913,1280.0,
GO-TO,go to,26.126,24,1,783,958,Introductions,569,720.0,29.97,31.965,https://www.youtube.com/watch?v=wRoGQu75wzw,go to,0.0603999197483062,1280.0,
WHO,who,41.675,24,1,1249,1281,Introductions,69,720.0,29.97,42.743,https://www.youtube.com/watch?v=wRoGQu75wzw,who,0.0663157105445861,1280.0,
FORGET,forget,61.828,24,1,1853,2013,Introductions,36,720.0,29.97,67.167,https://www.youtube.com/watch?v=wRoGQu75wzw,forget,0.0638084709644317,1280.0,
WHAT,what,68.068,24,1,2040,2080,Introductions,15,720.0,29.97,69.403,https://www.youtube.com/watch?v=wRoGQu75wzw,what,0.058028906583786,1280.0,1
WHAT,what,70.737,24,1,2120,2170,Introductions,15,720.0,29.97,72.406,https://www.youtube.com/watch?v=wRoGQu75wzw,what,0.058028906583786,1280.0,1
question-[QUESTION-MARK],question,0.0,0,-1,0,65,question-QUESTION-MARK,946,360.0,29.977,2.168,https://www.youtube.com/watch?v=TzTufyDgpDE,question,0.0794712305068969,640.0,
Blanket,blanket,0.0,27,47,0,116,Baby Sign Language Blanket,539,360.0,29.97,3.871,www.youtube.com/watch?v=71Taapq3MYs,blanket,0.0,640.0,
grapes ,grapes,3.203,144,-1,96,275,grapes - ASL sign for grapes,292,360.0,29.97,9.176,https://www.youtube.com/watch?v=nr_KHEedXb4,grapes,0.0,480.0,1
